itemId,userId,user_cat,rating,rating_group,item_cat,noise
1073,330,Benevolent,5.0,Su,Strongly-preferred,0
1073,372,Benevolent,3.0,Su,Strongly-preferred,0
1073,381,Benevolent,4.0,Su,Strongly-preferred,0
1073,412,Benevolent,1.0,Wu,Strongly-preferred,1
1073,434,Benevolent,4.5,Su,Strongly-preferred,0
1073,448,Benevolent,4.0,Su,Strongly-preferred,0
1073,450,Benevolent,4.0,Su,Strongly-preferred,0
1073,456,Benevolent,3.0,Su,Strongly-preferred,0
1073,458,Benevolent,2.0,Wu,Strongly-preferred,1
1073,470,Benevolent,4.0,Su,Strongly-preferred,0
1073,478,Variable,4.0,Su,Strongly-preferred,0
1073,489,Benevolent,3.5,Su,Strongly-preferred,0
1073,521,Benevolent,4.0,Su,Strongly-preferred,0
1073,552,Benevolent,4.5,Su,Strongly-preferred,0
1073,563,Benevolent,4.0,Su,Strongly-preferred,0
1073,573,Benevolent,4.5,Su,Strongly-preferred,0
1077,4,Benevolent,5.0,Su,Strongly-preferred,0
1077,156,Benevolent,4.0,Su,Strongly-preferred,0
1077,339,Benevolent,4.5,Su,Strongly-preferred,0
1077,387,Benevolent,3.5,Su,Strongly-preferred,0
1078,387,Benevolent,3.0,Su,Strongly-preferred,0
1079,84,Benevolent,5.0,Su,Strongly-preferred,0
1079,132,Benevolent,3.5,Su,Strongly-preferred,0
1079,156,Benevolent,4.0,Su,Strongly-preferred,0
1079,171,Benevolent,5.0,Su,Strongly-preferred,0
1079,199,Benevolent,4.0,Su,Strongly-preferred,0
1079,219,Benevolent,2.5,Au,Strongly-preferred,1
1079,244,Benevolent,5.0,Su,Strongly-preferred,0
1079,249,Benevolent,4.0,Su,Strongly-preferred,0
1079,255,Critical,2.0,Wu,Strongly-preferred,0
1079,332,Benevolent,4.5,Su,Strongly-preferred,0
1079,385,Benevolent,4.0,Su,Strongly-preferred,0
1079,414,Benevolent,5.0,Su,Strongly-preferred,0
1079,448,Benevolent,5.0,Su,Strongly-preferred,0
1079,452,Benevolent,5.0,Su,Strongly-preferred,0
1079,514,Benevolent,4.0,Su,Strongly-preferred,0
1079,517,Variable,1.5,Wu,Strongly-preferred,0
1079,603,Benevolent,4.0,Su,Strongly-preferred,0
1079,606,Benevolent,4.0,Su,Strongly-preferred,0
1079,607,Benevolent,3.0,Su,Strongly-preferred,0
1080,18,Benevolent,4.5,Su,Strongly-preferred,0
1080,63,Benevolent,5.0,Su,Strongly-preferred,0
1080,89,Benevolent,1.0,Wu,Strongly-preferred,1
1080,167,Benevolent,3.5,Su,Strongly-preferred,0
1080,217,Benevolent,2.0,Wu,Strongly-preferred,1
1080,286,Benevolent,4.0,Su,Strongly-preferred,0
1080,303,Benevolent,1.0,Wu,Strongly-preferred,1
1080,313,Benevolent,1.0,Wu,Strongly-preferred,1
1080,352,Benevolent,5.0,Su,Strongly-preferred,0
1080,370,Benevolent,4.0,Su,Strongly-preferred,0
1080,381,Benevolent,4.0,Su,Strongly-preferred,0
1080,414,Benevolent,5.0,Su,Strongly-preferred,0
1080,480,Benevolent,4.5,Su,Strongly-preferred,0
1080,488,Benevolent,4.5,Su,Strongly-preferred,0
1080,489,Benevolent,3.5,Su,Strongly-preferred,0
1080,527,Benevolent,2.0,Wu,Strongly-preferred,1
1080,608,Benevolent,2.0,Wu,Strongly-preferred,1
1081,599,Variable,2.5,Au,Averagely-preferred,0
1082,181,Benevolent,3.0,Su,Strongly-preferred,0
1082,469,Benevolent,4.0,Su,Strongly-preferred,0
1083,288,Benevolent,3.0,Su,Strongly-preferred,0
1084,6,Benevolent,3.0,Su,Strongly-preferred,0
1084,43,Benevolent,5.0,Su,Strongly-preferred,0
1084,74,Benevolent,5.0,Su,Strongly-preferred,0
1084,181,Benevolent,3.0,Su,Strongly-preferred,0
1084,265,Benevolent,3.0,Su,Strongly-preferred,0
1084,275,Benevolent,5.0,Su,Strongly-preferred,0
1084,315,Benevolent,4.0,Su,Strongly-preferred,0
1084,410,Benevolent,4.0,Su,Strongly-preferred,0
1084,589,Benevolent,4.0,Su,Strongly-preferred,0
1086,4,Benevolent,5.0,Su,Strongly-preferred,0
1086,32,Benevolent,4.0,Su,Strongly-preferred,0
1086,168,Benevolent,5.0,Su,Strongly-preferred,0
1086,221,Benevolent,4.5,Su,Strongly-preferred,0
1086,469,Benevolent,4.0,Su,Strongly-preferred,0
1086,590,Benevolent,4.5,Su,Strongly-preferred,0
1086,593,Benevolent,3.5,Su,Strongly-preferred,0
1086,597,Benevolent,5.0,Su,Strongly-preferred,0
1086,606,Benevolent,4.5,Su,Strongly-preferred,0
1088,41,Benevolent,1.5,Wu,Strongly-preferred,1
1088,42,Benevolent,3.0,Su,Strongly-preferred,0
1088,47,Benevolent,4.0,Su,Strongly-preferred,0
1088,116,Benevolent,4.5,Su,Strongly-preferred,0
1088,159,Benevolent,4.0,Su,Strongly-preferred,0
1088,177,Benevolent,3.5,Su,Strongly-preferred,0
1088,414,Benevolent,3.0,Su,Strongly-preferred,0
1088,474,Benevolent,3.5,Su,Strongly-preferred,0
1088,509,Benevolent,3.0,Su,Strongly-preferred,0
1088,517,Variable,1.0,Wu,Strongly-preferred,0
1089,16,Benevolent,4.0,Su,Strongly-preferred,0
1089,19,Critical,3.0,Su,Strongly-preferred,0
1089,187,Benevolent,4.5,Su,Strongly-preferred,0
1089,198,Benevolent,5.0,Su,Strongly-preferred,0
1089,215,Benevolent,3.0,Su,Strongly-preferred,0
1089,220,Benevolent,3.5,Su,Strongly-preferred,0
1089,221,Benevolent,4.5,Su,Strongly-preferred,0
1089,233,Benevolent,2.5,Au,Strongly-preferred,1
1089,251,Benevolent,5.0,Su,Strongly-preferred,0
1089,261,Benevolent,4.5,Su,Strongly-preferred,0
1089,274,Benevolent,4.5,Su,Strongly-preferred,0
1089,275,Benevolent,5.0,Su,Strongly-preferred,0
1089,294,Critical,3.0,Su,Strongly-preferred,0
1089,307,Variable,4.0,Su,Strongly-preferred,0
1089,312,Benevolent,4.0,Su,Strongly-preferred,0
1089,313,Benevolent,5.0,Su,Strongly-preferred,0
1089,356,Benevolent,5.0,Su,Strongly-preferred,0
1089,453,Benevolent,5.0,Su,Strongly-preferred,0
1089,477,Benevolent,4.0,Su,Strongly-preferred,0
1089,553,Benevolent,4.5,Su,Strongly-preferred,0
1089,555,Benevolent,5.0,Su,Strongly-preferred,0
1089,599,Variable,5.0,Su,Strongly-preferred,0
1090,36,Critical,2.5,Au,Strongly-preferred,0
1090,42,Benevolent,5.0,Su,Strongly-preferred,0
1090,61,Benevolent,4.0,Su,Strongly-preferred,0
1090,68,Benevolent,2.5,Au,Strongly-preferred,1
1090,75,Benevolent,1.0,Wu,Strongly-preferred,1
1090,83,Benevolent,1.5,Wu,Strongly-preferred,1
1090,140,Benevolent,4.0,Su,Strongly-preferred,0
1090,182,Benevolent,5.0,Su,Strongly-preferred,0
1090,194,Benevolent,4.5,Su,Strongly-preferred,0
1090,221,Benevolent,4.5,Su,Strongly-preferred,0
1090,266,Benevolent,5.0,Su,Strongly-preferred,0
1090,288,Benevolent,4.5,Su,Strongly-preferred,0
1090,414,Benevolent,5.0,Su,Strongly-preferred,0
1090,462,Benevolent,4.0,Su,Strongly-preferred,0
1090,577,Benevolent,3.0,Su,Strongly-preferred,0
1090,597,Benevolent,5.0,Su,Strongly-preferred,0
1091,86,Benevolent,3.5,Su,Strongly-preferred,0
1091,226,Benevolent,3.0,Su,Strongly-preferred,0
1091,599,Variable,1.5,Wu,Strongly-preferred,0
1092,28,Benevolent,2.5,Au,Strongly-preferred,1
1092,91,Benevolent,4.5,Su,Strongly-preferred,0
1092,297,Benevolent,3.0,Su,Strongly-preferred,0
1092,323,Benevolent,3.0,Su,Strongly-preferred,0
1092,354,Benevolent,3.5,Su,Strongly-preferred,0
1092,368,Benevolent,3.0,Su,Strongly-preferred,0
1092,432,Benevolent,3.5,Su,Strongly-preferred,0
1092,448,Benevolent,4.0,Su,Strongly-preferred,0
1092,590,Benevolent,2.5,Au,Strongly-preferred,1
1092,608,Benevolent,2.5,Au,Strongly-preferred,1
1093,66,Benevolent,3.5,Su,Strongly-preferred,0
1093,161,Benevolent,4.0,Su,Strongly-preferred,0
1093,268,Benevolent,1.0,Wu,Strongly-preferred,1
1093,285,Benevolent,2.5,Au,Strongly-preferred,1
1093,414,Benevolent,3.0,Su,Strongly-preferred,0
1093,437,Benevolent,4.0,Su,Strongly-preferred,0
1093,590,Benevolent,2.5,Au,Strongly-preferred,1
1093,606,Benevolent,4.0,Su,Strongly-preferred,0
1094,36,Critical,1.5,Wu,Strongly-preferred,0
1094,74,Benevolent,4.5,Su,Strongly-preferred,0
1094,84,Benevolent,4.0,Su,Strongly-preferred,0
1094,260,Benevolent,2.5,Au,Strongly-preferred,1
1094,312,Benevolent,4.0,Su,Strongly-preferred,0
1094,391,Benevolent,4.0,Su,Strongly-preferred,0
1094,414,Benevolent,3.0,Su,Strongly-preferred,0
1094,462,Benevolent,2.0,Wu,Strongly-preferred,1
1094,555,Benevolent,4.0,Su,Strongly-preferred,0
1094,599,Variable,3.0,Su,Strongly-preferred,0
1094,607,Benevolent,3.0,Su,Strongly-preferred,0
1097,20,Benevolent,5.0,Su,Strongly-preferred,0
1097,41,Benevolent,3.0,Su,Strongly-preferred,0
1097,49,Benevolent,4.5,Su,Strongly-preferred,0
1097,108,Benevolent,5.0,Su,Strongly-preferred,0
1097,160,Benevolent,3.0,Su,Strongly-preferred,0
1097,169,Benevolent,4.0,Su,Strongly-preferred,0
1097,201,Benevolent,5.0,Su,Strongly-preferred,0
1097,202,Benevolent,4.0,Su,Strongly-preferred,0
1097,219,Benevolent,2.5,Au,Strongly-preferred,1
1097,234,Benevolent,5.0,Su,Strongly-preferred,0
1097,266,Benevolent,2.0,Wu,Strongly-preferred,1
1097,292,Benevolent,4.5,Su,Strongly-preferred,0
1097,293,Critical,2.0,Wu,Strongly-preferred,0
1097,376,Benevolent,3.5,Su,Strongly-preferred,0
1097,380,Benevolent,4.0,Su,Strongly-preferred,0
1097,385,Benevolent,3.0,Su,Strongly-preferred,0
1097,387,Benevolent,3.5,Su,Strongly-preferred,0
1097,437,Benevolent,3.0,Su,Strongly-preferred,0
1097,524,Benevolent,2.0,Wu,Strongly-preferred,1
1097,554,Benevolent,5.0,Su,Strongly-preferred,0
1097,561,Benevolent,4.5,Su,Strongly-preferred,0
1097,589,Benevolent,4.0,Su,Strongly-preferred,0
1097,603,Benevolent,4.0,Su,Strongly-preferred,0
1099,31,Benevolent,2.0,Wu,Weakly-preferred,0
1099,597,Benevolent,4.0,Su,Weakly-preferred,0
1100,11,Benevolent,3.0,Su,Strongly-preferred,0
1100,17,Benevolent,3.5,Su,Strongly-preferred,0
1100,29,Benevolent,3.5,Su,Strongly-preferred,0
1100,57,Benevolent,2.0,Wu,Strongly-preferred,1
1100,160,Benevolent,1.0,Wu,Strongly-preferred,1
1100,217,Benevolent,2.0,Wu,Strongly-preferred,1
1100,414,Benevolent,3.5,Su,Strongly-preferred,0
1100,448,Benevolent,3.0,Su,Strongly-preferred,0
1100,599,Variable,2.5,Au,Strongly-preferred,0
1100,603,Benevolent,1.0,Wu,Strongly-preferred,1
1101,28,Benevolent,3.0,Su,Strongly-preferred,0
1101,68,Benevolent,3.5,Su,Strongly-preferred,0
1101,164,Benevolent,5.0,Su,Strongly-preferred,0
1101,199,Benevolent,2.0,Wu,Strongly-preferred,1
1101,217,Benevolent,4.0,Su,Strongly-preferred,0
1101,239,Benevolent,3.5,Su,Strongly-preferred,0
1101,288,Benevolent,3.0,Su,Strongly-preferred,0
1101,334,Benevolent,3.5,Su,Strongly-preferred,0
1101,354,Benevolent,4.0,Su,Strongly-preferred,0
1101,357,Benevolent,4.0,Su,Strongly-preferred,0
1101,368,Benevolent,4.0,Su,Strongly-preferred,0
1101,414,Benevolent,5.0,Su,Strongly-preferred,0
1101,464,Benevolent,4.5,Su,Strongly-preferred,0
1101,480,Benevolent,4.0,Su,Strongly-preferred,0
1101,570,Benevolent,3.0,Su,Strongly-preferred,0
1101,590,Benevolent,3.0,Su,Strongly-preferred,0
1101,597,Benevolent,5.0,Su,Strongly-preferred,0
1103,84,Benevolent,4.0,Su,Strongly-preferred,0
1103,414,Benevolent,5.0,Su,Strongly-preferred,0
1104,84,Benevolent,4.0,Su,Strongly-preferred,0
1104,131,Benevolent,4.5,Su,Strongly-preferred,0
1104,221,Benevolent,5.0,Su,Strongly-preferred,0
1104,309,Benevolent,3.0,Su,Strongly-preferred,0
1104,603,Benevolent,5.0,Su,Strongly-preferred,0
1105,544,Benevolent,5.0,Su,Strongly-preferred,0
1107,160,Benevolent,3.5,Su,Strongly-preferred,0
1116,90,Benevolent,4.0,Su,Strongly-preferred,0
1120,68,Benevolent,3.5,Su,Strongly-preferred,0
1120,167,Benevolent,3.0,Su,Strongly-preferred,0
1120,271,Benevolent,4.0,Su,Strongly-preferred,0
1120,318,Benevolent,3.5,Su,Strongly-preferred,0
1120,428,Variable,3.5,Su,Strongly-preferred,0
1120,437,Benevolent,4.0,Su,Strongly-preferred,0
1120,603,Benevolent,2.0,Wu,Strongly-preferred,1
1121,414,Benevolent,4.0,Su,Strongly-preferred,0
1123,580,Benevolent,3.5,Su,Strongly-preferred,0
1124,606,Benevolent,3.5,Su,Strongly-preferred,0
1125,91,Benevolent,3.5,Su,Strongly-preferred,0
1125,132,Benevolent,3.0,Su,Strongly-preferred,0
1125,211,Benevolent,4.0,Su,Strongly-preferred,0
1125,288,Benevolent,4.0,Su,Strongly-preferred,0
1125,387,Benevolent,4.0,Su,Strongly-preferred,0
1125,527,Benevolent,4.0,Su,Strongly-preferred,0
1126,600,Benevolent,4.5,Su,Strongly-preferred,0
1127,57,Benevolent,4.0,Su,Strongly-preferred,0
1127,160,Benevolent,2.0,Wu,Strongly-preferred,1
1127,182,Benevolent,0.5,Wu,Strongly-preferred,1
1127,201,Benevolent,4.0,Su,Strongly-preferred,0
1127,303,Benevolent,3.5,Su,Strongly-preferred,0
1127,345,Benevolent,3.5,Su,Strongly-preferred,0
1127,368,Benevolent,4.0,Su,Strongly-preferred,0
1127,570,Benevolent,4.5,Su,Strongly-preferred,0
1127,600,Benevolent,3.5,Su,Strongly-preferred,0
1129,303,Benevolent,3.5,Su,Strongly-preferred,0
1129,368,Benevolent,3.0,Su,Strongly-preferred,0
1129,391,Benevolent,3.0,Su,Strongly-preferred,0
1129,603,Benevolent,4.0,Su,Strongly-preferred,0
1130,312,Benevolent,4.0,Su,Strongly-preferred,0
1130,514,Benevolent,3.5,Su,Strongly-preferred,0
1131,410,Benevolent,5.0,Su,Strongly-preferred,0
1132,84,Benevolent,4.0,Su,Strongly-preferred,0
1135,294,Critical,4.0,Su,Strongly-preferred,0
1135,587,Benevolent,4.0,Su,Strongly-preferred,0
1136,28,Benevolent,3.5,Su,Strongly-preferred,0
1136,63,Benevolent,5.0,Su,Strongly-preferred,0
1136,64,Benevolent,4.0,Su,Strongly-preferred,0
1136,76,Benevolent,5.0,Su,Strongly-preferred,0
1136,169,Benevolent,5.0,Su,Strongly-preferred,0
1136,182,Benevolent,4.0,Su,Strongly-preferred,0
1136,187,Benevolent,4.0,Su,Strongly-preferred,0
1136,199,Benevolent,5.0,Su,Strongly-preferred,0
1136,225,Benevolent,3.0,Su,Strongly-preferred,0
1136,275,Benevolent,5.0,Su,Strongly-preferred,0
1136,288,Benevolent,5.0,Su,Strongly-preferred,0
1136,290,Benevolent,4.0,Su,Strongly-preferred,0
1136,307,Variable,3.5,Su,Strongly-preferred,0
1136,308,Critical,4.0,Su,Strongly-preferred,0
1136,318,Benevolent,3.5,Su,Strongly-preferred,0
1136,328,Benevolent,5.0,Su,Strongly-preferred,0
1136,380,Benevolent,5.0,Su,Strongly-preferred,0
1136,385,Benevolent,4.0,Su,Strongly-preferred,0
1136,409,Benevolent,5.0,Su,Strongly-preferred,0
1136,445,Benevolent,5.0,Su,Strongly-preferred,0
1136,452,Benevolent,5.0,Su,Strongly-preferred,0
1136,483,Benevolent,4.5,Su,Strongly-preferred,0
1136,560,Benevolent,4.0,Su,Strongly-preferred,0
1136,590,Benevolent,3.5,Su,Strongly-preferred,0
1136,596,Benevolent,4.0,Su,Strongly-preferred,0
1136,599,Variable,4.5,Su,Strongly-preferred,0
1136,608,Benevolent,3.0,Su,Strongly-preferred,0
1140,85,Benevolent,5.0,Su,Strongly-preferred,0
1144,90,Benevolent,4.0,Su,Strongly-preferred,0
1147,318,Benevolent,4.0,Su,Strongly-preferred,0
1148,27,Benevolent,5.0,Su,Strongly-preferred,0
1148,57,Benevolent,5.0,Su,Strongly-preferred,0
1148,63,Benevolent,5.0,Su,Strongly-preferred,0
1148,171,Benevolent,5.0,Su,Strongly-preferred,0
1148,182,Benevolent,4.5,Su,Strongly-preferred,0
1148,217,Benevolent,4.0,Su,Strongly-preferred,0
1148,308,Critical,1.0,Wu,Strongly-preferred,0
1148,356,Benevolent,5.0,Su,Strongly-preferred,0
1148,428,Variable,3.0,Su,Strongly-preferred,0
1148,448,Benevolent,4.0,Su,Strongly-preferred,0
1148,474,Benevolent,4.0,Su,Strongly-preferred,0
1148,597,Benevolent,5.0,Su,Strongly-preferred,0
1171,216,Benevolent,4.0,Su,Strongly-preferred,0
1171,217,Benevolent,3.0,Su,Strongly-preferred,0
1171,410,Benevolent,4.0,Su,Strongly-preferred,0
1171,437,Benevolent,4.0,Su,Strongly-preferred,0
1171,599,Variable,3.0,Su,Strongly-preferred,0
1171,603,Benevolent,3.0,Su,Strongly-preferred,0
1172,198,Benevolent,5.0,Su,Strongly-preferred,0
1172,215,Benevolent,5.0,Su,Strongly-preferred,0
1172,309,Benevolent,5.0,Su,Strongly-preferred,0
1172,359,Benevolent,4.5,Su,Strongly-preferred,0
1172,483,Benevolent,5.0,Su,Strongly-preferred,0
1172,495,Benevolent,5.0,Su,Strongly-preferred,0
1172,597,Benevolent,5.0,Su,Strongly-preferred,0
1173,84,Benevolent,3.0,Su,Weakly-preferred,0
1173,572,Benevolent,1.0,Wu,Weakly-preferred,0
1175,177,Benevolent,3.0,Su,Strongly-preferred,0
1175,187,Benevolent,4.0,Su,Strongly-preferred,0
1175,318,Benevolent,3.5,Su,Strongly-preferred,0
1176,603,Benevolent,5.0,Su,Strongly-preferred,0
1177,603,Benevolent,4.0,Su,Strongly-preferred,0
1178,249,Benevolent,4.0,Su,Strongly-preferred,0
1178,339,Benevolent,4.5,Su,Strongly-preferred,0
1178,469,Benevolent,5.0,Su,Strongly-preferred,0
1179,4,Benevolent,4.0,Su,Strongly-preferred,0
1179,156,Benevolent,5.0,Su,Strongly-preferred,0
1179,275,Benevolent,5.0,Su,Strongly-preferred,0
1179,385,Benevolent,4.0,Su,Strongly-preferred,0
1179,391,Benevolent,4.0,Su,Strongly-preferred,0
1179,465,Benevolent,4.0,Su,Strongly-preferred,0
1179,572,Benevolent,1.0,Wu,Strongly-preferred,1
1179,603,Benevolent,5.0,Su,Strongly-preferred,0
1180,469,Benevolent,3.0,Su,Strongly-preferred,0
1183,7,Benevolent,1.5,Wu,Strongly-preferred,1
1183,64,Benevolent,4.0,Su,Strongly-preferred,0
1183,304,Benevolent,3.0,Su,Strongly-preferred,0
1183,480,Benevolent,4.5,Su,Strongly-preferred,0
1183,606,Benevolent,3.5,Su,Strongly-preferred,0
1184,84,Benevolent,3.0,Su,Strongly-preferred,0
1185,599,Variable,3.0,Su,Strongly-preferred,0
1186,275,Benevolent,5.0,Su,Strongly-preferred,0
1186,600,Benevolent,0.5,Wu,Strongly-preferred,1
1186,606,Benevolent,4.0,Su,Strongly-preferred,0
1188,323,Benevolent,4.0,Su,Strongly-preferred,0
1188,448,Benevolent,3.0,Su,Strongly-preferred,0
1188,576,Variable,1.0,Wu,Strongly-preferred,0
1188,597,Benevolent,4.0,Su,Strongly-preferred,0
1189,79,Benevolent,5.0,Su,Strongly-preferred,0
1191,325,Benevolent,2.0,Wu,Weakly-preferred,0
1192,253,Benevolent,4.0,Su,Strongly-preferred,0
1193,16,Benevolent,4.0,Su,Strongly-preferred,0
1193,18,Benevolent,4.5,Su,Strongly-preferred,0
1193,91,Benevolent,4.0,Su,Strongly-preferred,0
1193,97,Benevolent,4.0,Su,Strongly-preferred,0
1193,140,Benevolent,3.0,Su,Strongly-preferred,0
1193,182,Benevolent,4.0,Su,Strongly-preferred,0
1193,193,Benevolent,5.0,Su,Strongly-preferred,0
1193,226,Benevolent,4.0,Su,Strongly-preferred,0
1193,241,Benevolent,4.5,Su,Strongly-preferred,0
1193,274,Benevolent,4.5,Su,Strongly-preferred,0
1193,298,Benevolent,4.0,Su,Strongly-preferred,0
1193,318,Benevolent,4.0,Su,Strongly-preferred,0
1193,326,Benevolent,4.5,Su,Strongly-preferred,0
1193,339,Benevolent,5.0,Su,Strongly-preferred,0
1193,415,Benevolent,5.0,Su,Strongly-preferred,0
1193,472,Benevolent,4.5,Su,Strongly-preferred,0
1193,474,Benevolent,3.5,Su,Strongly-preferred,0
1193,477,Benevolent,4.5,Su,Strongly-preferred,0
1193,480,Benevolent,3.5,Su,Strongly-preferred,0
1193,572,Benevolent,5.0,Su,Strongly-preferred,0
1193,587,Benevolent,5.0,Su,Strongly-preferred,0
1193,597,Benevolent,5.0,Su,Strongly-preferred,0
1194,255,Critical,5.0,Su,Strongly-preferred,0
1194,310,Benevolent,4.0,Su,Strongly-preferred,0
1196,7,Benevolent,4.0,Su,Strongly-preferred,0
1196,16,Benevolent,3.0,Su,Strongly-preferred,0
1196,18,Benevolent,4.0,Su,Strongly-preferred,0
1196,19,Critical,4.0,Su,Strongly-preferred,0
1196,42,Benevolent,3.0,Su,Strongly-preferred,0
1196,51,Benevolent,5.0,Su,Strongly-preferred,0
1196,63,Benevolent,5.0,Su,Strongly-preferred,0
1196,95,Benevolent,5.0,Su,Strongly-preferred,0
1196,137,Benevolent,4.0,Su,Strongly-preferred,0
1196,140,Benevolent,3.0,Su,Strongly-preferred,0
1196,165,Benevolent,4.0,Su,Strongly-preferred,0
1196,182,Benevolent,3.0,Su,Strongly-preferred,0
1196,186,Benevolent,5.0,Su,Strongly-preferred,0
1196,193,Benevolent,4.5,Su,Strongly-preferred,0
1196,220,Benevolent,5.0,Su,Strongly-preferred,0
1196,227,Benevolent,4.0,Su,Strongly-preferred,0
1196,239,Benevolent,5.0,Su,Strongly-preferred,0
1196,247,Benevolent,4.5,Su,Strongly-preferred,0
1196,249,Benevolent,5.0,Su,Strongly-preferred,0
1196,279,Benevolent,5.0,Su,Strongly-preferred,0
1196,312,Benevolent,5.0,Su,Strongly-preferred,0
1196,332,Benevolent,4.5,Su,Strongly-preferred,0
1196,334,Benevolent,4.0,Su,Strongly-preferred,0
1196,368,Benevolent,3.0,Su,Strongly-preferred,0
1196,381,Benevolent,3.5,Su,Strongly-preferred,0
1196,382,Benevolent,5.0,Su,Strongly-preferred,0
1196,383,Benevolent,3.0,Su,Strongly-preferred,0
1196,385,Benevolent,5.0,Su,Strongly-preferred,0
1196,391,Benevolent,5.0,Su,Strongly-preferred,0
1196,425,Benevolent,3.0,Su,Strongly-preferred,0
1196,464,Benevolent,5.0,Su,Strongly-preferred,0
1196,466,Benevolent,2.5,Au,Strongly-preferred,1
1196,474,Benevolent,5.0,Su,Strongly-preferred,0
1196,475,Benevolent,5.0,Su,Strongly-preferred,0
1196,483,Benevolent,4.5,Su,Strongly-preferred,0
1196,524,Benevolent,5.0,Su,Strongly-preferred,0
1196,534,Benevolent,4.5,Su,Strongly-preferred,0
1196,540,Benevolent,5.0,Su,Strongly-preferred,0
1196,548,Benevolent,3.5,Su,Strongly-preferred,0
1196,552,Benevolent,5.0,Su,Strongly-preferred,0
1196,554,Benevolent,5.0,Su,Strongly-preferred,0
1196,555,Benevolent,5.0,Su,Strongly-preferred,0
1196,560,Benevolent,4.0,Su,Strongly-preferred,0
1196,580,Benevolent,4.0,Su,Strongly-preferred,0
1196,590,Benevolent,5.0,Su,Strongly-preferred,0
1196,597,Benevolent,5.0,Su,Strongly-preferred,0
1196,599,Variable,5.0,Su,Strongly-preferred,0
1196,607,Benevolent,3.0,Su,Strongly-preferred,0
1197,79,Benevolent,4.0,Su,Strongly-preferred,0
1197,100,Benevolent,3.5,Su,Strongly-preferred,0
1197,111,Benevolent,3.5,Su,Strongly-preferred,0
1197,169,Benevolent,4.0,Su,Strongly-preferred,0
1197,180,Benevolent,4.0,Su,Strongly-preferred,0
1197,182,Benevolent,3.5,Su,Strongly-preferred,0
1197,201,Benevolent,5.0,Su,Strongly-preferred,0
1197,247,Benevolent,5.0,Su,Strongly-preferred,0
1197,251,Benevolent,5.0,Su,Strongly-preferred,0
1197,267,Benevolent,5.0,Su,Strongly-preferred,0
1197,274,Benevolent,4.0,Su,Strongly-preferred,0
1197,288,Benevolent,4.0,Su,Strongly-preferred,0
1197,304,Benevolent,5.0,Su,Strongly-preferred,0
1197,305,Benevolent,4.5,Su,Strongly-preferred,0
1197,307,Variable,3.5,Su,Strongly-preferred,0
1197,313,Benevolent,3.0,Su,Strongly-preferred,0
1197,330,Benevolent,4.5,Su,Strongly-preferred,0
1197,357,Benevolent,4.5,Su,Strongly-preferred,0
1197,365,Benevolent,1.5,Wu,Strongly-preferred,1
1197,372,Benevolent,4.0,Su,Strongly-preferred,0
1197,385,Benevolent,4.0,Su,Strongly-preferred,0
1197,400,Benevolent,4.5,Su,Strongly-preferred,0
1197,452,Benevolent,5.0,Su,Strongly-preferred,0
1197,474,Benevolent,4.5,Su,Strongly-preferred,0
1197,488,Benevolent,5.0,Su,Strongly-preferred,0
1197,555,Benevolent,5.0,Su,Strongly-preferred,0
1197,562,Benevolent,5.0,Su,Strongly-preferred,0
1197,563,Benevolent,3.0,Su,Strongly-preferred,0
1197,573,Benevolent,3.0,Su,Strongly-preferred,0
1197,597,Benevolent,5.0,Su,Strongly-preferred,0
1197,599,Variable,3.5,Su,Strongly-preferred,0
1197,605,Benevolent,5.0,Su,Strongly-preferred,0
1198,1,Benevolent,5.0,Su,Strongly-preferred,0
1198,4,Benevolent,3.0,Su,Strongly-preferred,0
1198,28,Benevolent,2.5,Au,Strongly-preferred,1
1198,50,Benevolent,3.5,Su,Strongly-preferred,0
1198,66,Benevolent,3.0,Su,Strongly-preferred,0
1198,68,Benevolent,5.0,Su,Strongly-preferred,0
1198,77,Benevolent,5.0,Su,Strongly-preferred,0
1198,137,Benevolent,4.5,Su,Strongly-preferred,0
1198,140,Benevolent,4.0,Su,Strongly-preferred,0
1198,160,Benevolent,3.0,Su,Strongly-preferred,0
1198,167,Benevolent,4.0,Su,Strongly-preferred,0
1198,178,Benevolent,4.0,Su,Strongly-preferred,0
1198,187,Benevolent,3.0,Su,Strongly-preferred,0
1198,198,Benevolent,4.0,Su,Strongly-preferred,0
1198,216,Benevolent,5.0,Su,Strongly-preferred,0
1198,217,Benevolent,5.0,Su,Strongly-preferred,0
1198,218,Benevolent,4.0,Su,Strongly-preferred,0
1198,223,Benevolent,3.5,Su,Strongly-preferred,0
1198,231,Benevolent,4.0,Su,Strongly-preferred,0
1198,247,Benevolent,4.0,Su,Strongly-preferred,0
1198,299,Benevolent,4.0,Su,Strongly-preferred,0
1198,309,Benevolent,4.0,Su,Strongly-preferred,0
1198,310,Benevolent,4.0,Su,Strongly-preferred,0
1198,328,Benevolent,5.0,Su,Strongly-preferred,0
1198,355,Benevolent,5.0,Su,Strongly-preferred,0
1198,359,Benevolent,3.0,Su,Strongly-preferred,0
1198,413,Benevolent,1.0,Wu,Strongly-preferred,1
1198,417,Benevolent,2.5,Au,Strongly-preferred,1
1198,479,Benevolent,4.0,Su,Strongly-preferred,0
1198,488,Benevolent,3.5,Su,Strongly-preferred,0
